eu_code,eu_desc,current_hs6_in_pushed_file,gpt_assessment,recommended_hs6_or_policy,action_type,priority,reason,evidence_or_hs2012_basis,pipeline_target,policy_note,source_concordance_sha,source_concordance_url,source_hs2012_url,source_annex_url,reviewer,review_date
0213000,(c) other root and tuber vegetables except sugar beets,070610,NGỜ,NO_DIRECT_GROUP_MAP; use children 0213010-0213990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is carrots/turnips only and misses many other edible roots.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0220000,Bulb vegetables,070310,NGỜ,NO_DIRECT_GROUP_MAP; use children 0220010-0220990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is onions/shallots only and misses garlic/leeks/others.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0231000,(a) Solanaceae and Malvaceae,070999,NGỜ,NO_DIRECT_GROUP_MAP; use children 0231010-0231990,GROUP_HEADING_DO_NOT_EXPORT,P1,"Current group anchor is vegetable n.e.c.; the group spans tomatoes, peppers, eggplants and okra.",Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0232000,(b) cucurbits with edible peel,070993,NGỜ,NO_DIRECT_GROUP_MAP; use children 0232010-0232990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is pumpkins/squash/gourds only and misses cucumbers/gherkins.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0233000,(c) cucurbits with inedible peel,080719,NGỜ,NO_DIRECT_GROUP_MAP; use children 0233010-0233990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is melons other than watermelon and misses watermelons and pumpkins.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0251000,(a) lettuces and salad plants,070511,NGỜ,NO_DIRECT_GROUP_MAP; use children 0251010-0251990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is cabbage lettuce only and misses other salad plants/endives/rocket/cresses.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0252000,(b) spinaches and similar leaves,070970,NGỜ,NO_DIRECT_GROUP_MAP; use children 0252010-0252990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is spinach only and misses chard/purslane/others.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0260000,Legume vegetables,070810,NGỜ,NO_DIRECT_GROUP_MAP; use children 0260010-0260990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is peas only and misses beans/lentils/others.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0270000,Stem vegetables,070920,NGỜ,NO_DIRECT_GROUP_MAP; use children 0270010-0270990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is asparagus only and misses artichokes/celery/leeks/rhubarb/palm hearts/others.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0280000,"Fungi, mosses and lichens",070999,NGỜ,NO_DIRECT_GROUP_MAP; use children 0280010-0280990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is vegetables n.e.c. and misses mushroom-specific HS codes.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0300000,PULSES,071310,NGỜ,NO_DIRECT_GROUP_MAP; use children 0300010-0300990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is peas only and misses beans/lentils/lupins/others.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0633000,(c) roots,121190,NGỜ,NO_DIRECT_GROUP_MAP; use children 0633010-0633990,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor misses ginseng's specific 121120 code.,Rule: group headings should not be included in release_long unless explicitly expanded to their child leaf codes.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0850000,Bud spices,090710,NGỜ,"NO_DIRECT_GROUP_MAP; use children 0850010,0850020,0850990",GROUP_HEADING_DO_NOT_EXPORT,P1,"Current group anchor 090710 is cloves only. The group also contains capers and others, which do not share that HS6.","Current child mappings include cloves 090710, capers 070999 and others 091099.",concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0860000,Flower pistil spices,091020,NGỜ,NO_DIRECT_GROUP_MAP; use 0860010 and 0860990 children,GROUP_HEADING_DO_NOT_EXPORT,P1,Current group anchor is saffron only. The group has a residual Others row that is mapped to 091099.,Children: saffron 091020; others 091099.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0830000,Bark spices,090611,NGỜ,NO_DIRECT_GROUP_MAP; if retained use 090611;090619;090620,GROUP_HEADING_OR_SPLIT,P1,Current group anchor covers one cinnamon form/species only. Bark spices should not be exported as a single HS6 code unless intentionally narrowed.,"HS2012 cinnamon/cinnamon-tree flowers include 090611, 090619 and crushed/ground 090620.",concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0870000,Aril spices,090821,NGỜ,090821;090822;091099 OR children only,GROUP_HEADING_OR_SPLIT,P1,Current group anchor covers mace neither crushed nor ground. It misses crushed/ground mace and the Others row.,HS2012: mace 090821/090822; residual spice 091099.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0280010,Cultivated fungi,070951,NGỜ,070951;070959,SPLIT_REQUIRED_IF_NOT_LIMITED_TO_AGARICUS,P1,Current code covers Agaricus mushrooms only. The EU row says cultivated fungi without species restriction; include other cultivated mushrooms unless evidence limits the row to Agaricus.,HS2012: 070951 mushrooms of genus Agaricus; 070959 mushrooms/truffles other than Agaricus.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120050,Coconuts,080111,NGỜ,080111;080112;080119,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_ALL_COCONUT_FORMS,P1,"Current code covers desiccated coconuts only. If the study maps the whole coconut commodity, HS2012 also splits in-shell/endocarp and other coconuts.",HS2012: 080111 desiccated coconuts; 080112 coconuts in inner shell/endocarp; 080119 other coconuts.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120010,Almonds,080211,NGỜ,080211;080212,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Almond trade is split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120020,Brazil nuts,080121,NGỜ,080121;080122,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Brazil nuts are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120030,Cashew nuts,080131,NGỜ,080131;080132,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Cashews are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120040,Chestnuts,080241,NGỜ,080241;080242,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Chestnuts are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120060,Hazelnuts/cobnuts,080221,NGỜ,080221;080222,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Hazelnuts/filberts are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120070,Macadamias,080261,NGỜ,080261;080262,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Macadamias are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120100,Pistachios,080251,NGỜ,080251;080252,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Pistachios are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0120110,Walnuts,080231,NGỜ,080231;080232,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_BOTH_FORMS,P1,"Walnuts are split in-shell/shelled; current code is in-shell only. If the team intentionally maps only the MRL edible portion, document that and adjust all nuts consistently.",HS2012 tree nut codes in chapter 08 split many commodities by in-shell/shelled form.,concordance_final_asean.csv,Adjudicate once globally for all tree nuts; do not make row-by-row inconsistent decisions.,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0401020,Peanuts/groundnuts,120242,NGỜ,120241;120242,SPLIT_REQUIRED_IF_TRADE_SCOPE_INCLUDES_IN_SHELL,P1,Current code covers shelled peanuts only. Trade data also splits in-shell peanuts; include both unless the study explicitly uses shelled RAC only.,HS2012: 120241 groundnuts in shell; 120242 groundnuts shelled.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0700000,HOPS,121010,NGỜ,121010;121020,SPLIT_REQUIRED_OR_GROUP_POLICY,P1,"Current code covers hop cones not ground/powdered/pelleted. If this group is retained, include 121020 as well; otherwise keep group headings out of release and use leaf nodes.",HS2012: 121010 hop cones neither ground nor powdered nor pellets; 121020 hop cones ground/powdered/pellets and lupulin.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
BULK_RULE_009,Whole/crushed spice split detector,chapter 09 codes with paired split,PIPELINE,flag for policy review,CI_WARNING,P2,This enforces a single team-wide policy for spice forms rather than inconsistent row-by-row choices.,Pipeline rule proposed by GPT; implement in scripts/validate_*.py and build_release.py.,pipeline/rules/scripts,bulk_rule,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
BULK_RULE_010,Tree nut shell split detector,chapter 08 nut codes ending in in-shell/shelled pair,PIPELINE,flag for policy review,CI_WARNING,P2,This enforces a single team-wide policy for in-shell/shelled trade rows.,Pipeline rule proposed by GPT; implement in scripts/validate_*.py and build_release.py.,pipeline/rules/scripts,bulk_rule,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0630000,Herbal infusions from,121190,NGỜ,"121190, with special child exceptions such as 121120 ginseng and 090300 mate",GROUP_HEADING_OR_CHILD_POLICY,P2,"The broad herbal-infusion heading maps mostly to 121190, but some children now have specific HS6. Ensure release builder uses children rather than the group row.",Examples in current file: ginseng 121120; mate 090300; most flowers/leaves 121190.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0234000,(d) sweet corn,070999,NGỜ,070999 OR 071040 depending on fresh vs frozen scope,SCOPE_ADJUDICATION,P2,"Annex group is vegetables fresh or frozen, while current code 070999 is fresh/chilled vegetables n.e.c. Frozen sweet corn has HS2012 071040. Keep 070999 only if the ASEAN panel deliberately excludes frozen vegetables.","HS2012: 071040 sweet corn, uncooked or cooked by steaming/boiling in water, frozen.",concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0290000,Algae and prokaryotes organisms,121221,NGỜ,121221;121229 if edible/non-edible seaweed scope is not clean,SCOPE_ADJUDICATION,P2,"Current code is edible seaweeds/algae. If the EU product scope includes algae not clearly 'fit for human consumption', check 121229 as well; if study is food-only, current 121221 is defensible.",HS2012 chapter 1212 splits seaweeds/algae fit for human consumption vs other.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0810010,Anise/aniseed,090961,NGỜ,090961;090962,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Spice seeds split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0810040,Coriander,090921,NGỜ,090921;090922,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Coriander seeds split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
0810050,Cumin,090931,NGỜ,090931;090932,SPLIT_REQUIRED_IF_PROCESSED_FORMS_INCLUDED,P2,"Cumin seeds split by neither crushed/ground vs crushed/ground. If the econometric panel is RAC-only, keep the whole-form code but explicitly exclude crushed/ground codes in policy.",HS2012 spice headings frequently split whole vs crushed/ground.,concordance_final_asean.csv,,bc546a073d8dabec38a4181bb93dcc30f4d8cdc4,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,GPT-5.5 Pro,2026-06-28
